74616	56946.299	-1.80621891e-12	2.61356194e-12	-99
74643	56947.3127	1.97486448e-11	5.46438689e-12	-99
74658	56948.3151	1.80361741e-11	4.77504528e-12	-99
74659	56948.339	2.43537615e-11	5.35816732e-12	-99
74660	56948.3603	4.18102584e-11	6.83152635e-12	-99
74697	56950.3424	-1.59647469e-12	1.86179343e-12	-99
74698	56950.3636	-1.63934396e-12	1.58940294e-12	-99
74718	56951.2975	-1.26174488e-12	1.51277896e-12	-99
74719	56951.3188	9.33831244e-13	1.98095522e-12	-99
74746	56952.3468	9.49632248e-13	2.62225775e-12	-99
74747	56952.3682	-3.57606426e-13	1.73969799e-12	-99
74801	56954.2908	2.52806976e-12	2.42730903e-12	-99
74802	56954.312	6.29038756e-13	2.01390665e-12	-99
74846	56956.2816	2.81716834e-12	2.39413273e-12	-99
74847	56956.3032	6.42068601e-12	3.1290553e-12	-99
74892	56958.3059	2.72541977e-12	2.66823677e-12	-99
74893	56958.327	2.72541393e-12	2.45763555e-12	-99
74933	56960.3119	-2.0934006e-12	1.89852532e-12	-99
74934	56960.3336	-2.03139834e-12	1.53899641e-12	-99
74982	56962.3409	2.35787996e-12	2.41994004e-12	-99
74983	56962.3623	1.43184661e-12	2.2555477e-12	-99
75052	56973.1993	1.96120993e-12	2.53191113e-12	-99
75071	56974.2362	1.30717013e-11	4.20278478e-12	-99
75072	56974.2506	1.40345402e-11	5.8293314e-12	-99
75097	56975.219	2.94844542e-11	5.65616884e-12	-99
75098	56975.2402	1.62627554e-11	4.2863798e-12	-99
75099	56975.2536	1.41741201e-11	7.78484295e-12	-99
75100	56975.271	3.22240799e-11	5.86566832e-12	-99
75101	56975.2922	2.21301548e-11	4.98367381e-12	-99
75116	56976.2514	4.1562352e-12	6.40518862e-12	-99
75117	56976.2844	1.34003501e-11	4.54397142e-12	-99
75118	56976.3053	1.36133578e-11	3.87052391e-12	-99
75136	56977.2405	1.43981755e-12	2.49383715e-12	-99
75137	56977.2537	6.14186001e-12	5.91000755e-12	-99
75138	56977.266	5.50601599e-12	2.88040562e-12	-99
75188	56979.2371	1.44245658e-12	2.49840808e-12	-99
75189	56979.2584	-2.09581399e-12	1.19561327e-12	-99
75239	56981.266	3.04116229e-12	2.65431428e-12	-99
75240	56981.2872	4.2650459e-12	2.77676537e-12	-99
75267	56982.2644	3.76991381e-12	3.08078332e-12	-99
75287	56983.2804	2.47706648e-13	2.76944452e-12	-99
75288	56983.2944	2.53873478e-12	2.89184142e-12	-99
75340	56985.2477	5.9164687e-12	2.95282723e-12	-99
75341	56985.2672	1.94169314e-13	2.17087893e-12	-99
75396	56987.1888	-1.25726523e-12	1.50740806e-12	-99
75397	56987.2101	2.05750068e-12	2.22141524e-12	-99
75452	56989.2297	3.17752989e-12	2.41993467e-12	-99
75453	56989.2511	3.13322019e-12	2.59320113e-12	-99
75567	57001.0893	-5.38224653e-12	1.4927666e-12	-99
75568	57001.1093	8.90731214e-12	4.34088698e-12	-99
75569	57001.1281	4.05506784e-12	2.6603223e-12	-99
75570	57001.1443	2.49555217e-12	3.38857943e-12	-99
75574	57002.088	6.380981e-12	3.93808604e-12	-99
75575	57002.1085	1.65679826e-11	5.14056878e-12	-99
75576	57002.1279	4.93371664e-12	2.96467606e-12	-99
75577	57002.1476	6.46020737e-12	3.52408815e-12	-99
75578	57002.1653	7.49040073e-12	3.74889204e-12	-99
75579	57002.1827	4.56873306e-12	3.27003645e-12	-99
75595	57003.1176	1.27245518e-11	3.89994105e-12	-99
75596	57003.1399	4.79557689e-12	2.98201089e-12	-99
75597	57003.1613	8.8822017e-12	3.65837668e-12	-99
75598	57003.1826	4.27893219e-12	2.78580606e-12	-99
75599	57003.1966	6.47831041e-12	5.76411893e-12	-99
